Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Isle of Man,IMN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,103.921,104.093,104.265,104.7644,105.2638,105.7632,106.2626,106.762,107.2806,107.7992,108.3178,108.8364,109.355,109.1486,108.9422,108.7358,108.5294,108.323,108.5496,108.7762,109.0028,109.2294,109.456,108.7666,108.0772,107.3878,106.6984,106.009,103.6024,101.1958,98.7892,96.3826,93.976,90.5516,87.1272,83.7028,80.2784,76.854,73.515,70.176,66.837,63.498,60.159,57.039,53.919,50.799,47.679,44.559,41.2576,37.9562,34.6548,31.3534,28.052,25.077,22.102,19.127,16.152,13.177,12.0708,10.9646,
Ireland,IRL,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,10.5048,11.3404,12.176,12.6428,13.1096,13.5764,14.0432,14.51,15.7822,17.0544,18.3266,19.5988,20.871,21.092,21.313,21.534,21.755,21.976,21.564,21.152,20.74,20.328,19.916,19.0898,18.2636,17.4374,16.6112,15.785,15.8634,15.9418,16.0202,16.0986,16.177,16.58,16.983,17.386,17.789,18.192,18.3116,18.4312,18.5508,18.6704,18.79,18.2878,17.7856,17.2834,16.7812,16.279,15.1788,14.0786,12.9784,11.8782,10.778,10.1254,9.4728,8.8202,8.1676,7.515,7.0566,6.5982,
"Iran, Islamic Rep.",IRN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,150.179,150.179,150.179,149.186,148.193,147.2,146.207,145.214,143.3032,141.3924,139.4816,137.5708,135.66,135.8304,136.0008,136.1712,136.3416,136.512,137.2534,137.9948,138.7362,139.4776,140.219,134.462,128.705,122.948,117.191,111.434,103.2692,95.1044,86.9396,78.7748,70.61,65.3508,60.0916,54.8324,49.5732,44.314,42.0012,39.6884,37.3756,35.0628,32.75,32.507,32.264,32.021,31.778,31.535,32.1422,32.7494,33.3566,33.9638,34.571,35.7838,36.9966,38.2094,39.4222,40.635,40.6932,40.7514,
Iraq,IRQ,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,141.4524,143.1922,144.932,145.6196,146.3072,146.9948,147.6824,148.37,142.8118,137.2536,131.6954,126.1372,120.579,116.3492,112.1194,107.8896,103.6598,99.43,96.2798,93.1296,89.9794,86.8292,83.679,81.955,80.231,78.507,76.783,75.059,73.5382,72.0174,70.4966,68.9758,67.455,66.9284,66.4018,65.8752,65.3486,64.822,64.4874,64.1528,63.8182,63.4836,63.149,65.2888,67.4286,69.5684,71.7082,73.848,74.977,76.106,77.235,78.364,79.493,77.941,76.389,74.837,73.285,71.733,71.7416,71.7502,
Iceland,ISL,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,84.0974,83.9442,83.791,83.5974,83.4038,83.2102,83.0166,82.823,80.3708,77.9186,75.4664,73.0142,70.562,68.0532,65.5444,63.0356,60.5268,58.018,55.1982,52.3784,49.5586,46.7388,43.919,41.3176,38.7162,36.1148,33.5134,30.912,29.8298,28.7476,27.6654,26.5832,25.501,25.1046,24.7082,24.3118,23.9154,23.519,22.2652,21.0114,19.7576,18.5038,17.25,16.66,16.07,15.48,14.89,14.3,13.312,12.324,11.336,10.348,9.36,8.7418,8.1236,7.5054,6.8872,6.269,5.9066,5.5442,
Israel,ISR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,52.2602,49.1846,46.109,44.4706,42.8322,41.1938,39.5554,37.917,38.8838,39.8506,40.8174,41.7842,42.751,42.2904,41.8298,41.3692,40.9086,40.448,38.6152,36.7824,34.9496,33.1168,31.284,29.4112,27.5384,25.6656,23.7928,21.92,21.4044,20.8888,20.3732,19.8576,19.342,19.0042,18.6664,18.3286,17.9908,17.653,17.3328,17.0126,16.6924,16.3722,16.052,15.6492,15.2464,14.8436,14.4408,14.038,13.539,13.04,12.541,12.042,11.543,11.1558,10.7686,10.3814,9.9942,9.607,9.192,8.777,
Italy,ITA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,19.1922,19.9226,20.653,21.5912,22.5294,23.4676,24.4058,25.344,26.239,27.134,28.029,28.924,29.819,29.0588,28.2986,27.5384,26.7782,26.018,24.0128,22.0076,20.0024,17.9972,15.992,14.7862,13.5804,12.3746,11.1688,9.963,9.519,9.075,8.631,8.187,7.743,7.48,7.217,6.954,6.691,6.428,6.5578,6.6876,6.8174,6.9472,7.077,7.0614,7.0458,7.0302,7.0146,6.999,6.778,6.557,6.336,6.115,5.894,5.7632,5.6324,5.5016,5.3708,5.24,5.11,4.98,
Jamaica,JAM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,150.0516,153.4718,156.892,159.7752,162.6584,165.5416,168.4248,171.308,168.43,165.552,162.674,159.796,156.918,152.3264,147.7348,143.1432,138.5516,133.96,131.3694,128.7788,126.1882,123.5976,121.007,118.0692,115.1314,112.1936,109.2558,106.318,104.5854,102.8528,101.1202,99.3876,97.655,96.876,96.097,95.318,94.539,93.76,91.8042,89.8484,87.8926,85.9368,83.981,81.9904,79.9998,78.0092,76.0186,74.028,71.3732,68.7184,66.0636,63.4088,60.754,59.1546,57.5552,55.9558,54.3564,52.757,51.3186,49.8802,
Jordan,JOR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,122.7502,121.6256,120.501,118.6588,116.8166,114.9744,113.1322,111.29,109.1304,106.9708,104.8112,102.6516,100.492,96.5028,92.5136,88.5244,84.5352,80.546,77.9728,75.3996,72.8264,70.2532,67.68,65.569,63.458,61.347,59.236,57.125,55.649,54.173,52.697,51.221,49.745,48.0046,46.2642,44.5238,42.7834,41.043,39.7304,38.4178,37.1052,35.7926,34.48,33.7066,32.9332,32.1598,31.3864,30.613,30.1072,29.6014,29.0956,28.5898,28.084,27.6426,27.2012,26.7598,26.3184,25.877,25.8414,25.8058,
Japan,JPN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,4.431,4.282,4.133,4.098,4.063,4.028,3.993,3.958,4.0882,4.2184,4.3486,4.4788,4.609,4.4342,4.2594,4.0846,3.9098,3.735,3.8548,3.9746,4.0944,4.2142,4.334,4.2592,4.1844,4.1096,4.0348,3.96,3.9178,3.8756,3.8334,3.7912,3.749,3.8698,3.9906,4.1114,4.2322,4.353,4.6142,4.8754,5.1366,5.3978,5.659,5.55,5.441,5.332,5.223,5.114,4.987,4.86,4.733,4.606,4.479,4.3392,4.1994,4.0596,3.9198,3.78,3.6644,3.5488,
Kazakhstan,KAZ,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,44.4152,43.5876,42.76,40.9994,39.2388,37.4782,35.7176,33.957,34.1474,34.3378,34.5282,34.7186,34.909,35.1946,35.4802,35.7658,36.0514,36.337,36.9442,37.5514,38.1586,38.7658,39.373,40.7442,42.1154,43.4866,44.8578,46.229,47.7298,49.2306,50.7314,52.2322,53.733,51.404,49.075,46.746,44.417,42.088,39.4958,36.9036,34.3114,31.7192,29.127,28.9122,28.6974,28.4826,28.2678,28.053,28.7044,29.3558,30.0072,30.6586,31.31,30.998,30.686,30.374,30.062,29.75,29.364,28.978,
Kenya,KEN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,179.7378,181.0034,182.269,182.4724,182.6758,182.8792,183.0826,183.286,182.7436,182.2012,181.6588,181.1164,180.574,178.992,177.41,175.828,174.246,172.664,170.7476,168.8312,166.9148,164.9984,163.082,160.0174,156.9528,153.8882,150.8236,147.759,141.2592,134.7594,128.2596,121.7598,115.26,114.5068,113.7536,113.0004,112.2472,111.494,110.0352,108.5764,107.1176,105.6588,104.2,102.7784,101.3568,99.9352,98.5136,97.092,94.9042,92.7164,90.5286,88.3408,86.153,83.938,81.723,79.508,77.293,75.078,74.044,73.01,
Kyrgyz Republic,KGZ,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,48.3642,48.7836,49.203,48.548,47.893,47.238,46.583,45.928,46.0332,46.1384,46.2436,46.3488,46.454,45.98,45.506,45.032,44.558,44.084,43.9128,43.7416,43.5704,43.3992,43.228,44.6644,46.1008,47.5372,48.9736,50.41,54.0944,57.7788,61.4632,65.1476,68.832,67.5716,66.3112,65.0508,63.7904,62.53,56.894,51.258,45.622,39.986,34.35,33.4292,32.5084,31.5876,30.6668,29.746,32.6004,35.4548,38.3092,41.1636,44.018,41.767,39.516,37.265,35.014,32.763,32.4414,32.1198,
Cambodia,KHM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,101.081,101.081,101.081,100.3636,99.6462,98.9288,98.2114,97.494,95.9332,94.3724,92.8116,91.2508,89.69,87.6548,85.6196,83.5844,81.5492,79.514,82.0486,84.5832,87.1178,89.6524,92.187,91.371,90.555,89.739,88.923,88.107,83.8418,79.5766,75.3114,71.0462,66.781,63.727,60.673,57.619,54.565,51.511,50.8464,50.1818,49.5172,48.8526,48.188,47.946,47.704,47.462,47.22,46.978,47.3456,47.7132,48.0808,48.4484,48.816,49.0882,49.3604,49.6326,49.9048,50.177,50.7204,51.2638,
Kiribati,KIR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,72.8538,73.2464,73.639,72.0294,70.4198,68.8102,67.2006,65.591,63.327,61.063,58.799,56.535,54.271,54.4124,54.5538,54.6952,54.8366,54.978,54.5824,54.1868,53.7912,53.3956,53,52.2688,51.5376,50.8064,50.0752,49.344,48.6632,47.9824,47.3016,46.6208,45.94,45.064,44.188,43.312,42.436,41.56,39.9484,38.3368,36.7252,35.1136,33.502,32.2492,30.9964,29.7436,28.4908,27.238,26.0172,24.7964,23.5756,22.3548,21.134,20.1426,19.1512,18.1598,17.1684,16.177,15.4046,14.6322,
St. Kitts and Nevis,KNA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,32.489,30.967,29.445,27.4024,25.3598,23.3172,21.2746,19.232,17.958,16.684,15.41,14.136,12.862,13.2402,13.6184,13.9966,14.3748,14.753,14.2606,13.7682,13.2758,12.7834,12.291,11.1114,9.9318,8.7522,7.5726,6.393,5.9366,5.4802,5.0238,4.5674,4.111,3.874,3.637,3.4,3.163,2.926,2.7788,2.6316,2.4844,2.3372,2.19,2.1518,2.1136,2.0754,2.0372,1.999,1.9524,1.9058,1.8592,1.8126,1.766,1.6886,1.6112,1.5338,1.4564,1.379,1.3204,1.2618,
Kuwait,KWT,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,164.6404,165.3292,166.018,165.4988,164.9796,164.4604,163.9412,163.422,158.4256,153.4292,148.4328,143.4364,138.44,129.1292,119.8184,110.5076,101.1968,91.886,86.9488,82.0116,77.0744,72.1372,67.2,61.2118,55.2236,49.2354,43.2472,37.259,34.3442,31.4294,28.5146,25.5998,22.685,23.4088,24.1326,24.8564,25.5802,26.304,24.9764,23.6488,22.3212,20.9936,19.666,18.4026,17.1392,15.8758,14.6124,13.349,12.5684,11.7878,11.0072,10.2266,9.446,9.1956,8.9452,8.6948,8.4444,8.194,7.8858,7.5776,
Lebanon,LBN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,84.7684,84.6762,84.584,83.2226,81.8612,80.4998,79.1384,77.777,76.0946,74.4122,72.7298,71.0474,69.365,68.0762,66.7874,65.4986,64.2098,62.921,62.4284,61.9358,61.4432,60.9506,60.458,59.4276,58.3972,57.3668,56.3364,55.306,53.1522,50.9984,48.8446,46.6908,44.537,41.7904,39.0438,36.2972,33.5506,30.804,28.8768,26.9496,25.0224,23.0952,21.168,19.944,18.72,17.496,16.272,15.048,15.3332,15.6184,15.9036,16.1888,16.474,16.0792,15.6844,15.2896,14.8948,14.5,14.2238,13.9476,
Liberia,LBR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,225.535,226.373,227.211,226.4224,225.6338,224.8452,224.0566,223.268,221.4424,219.6168,217.7912,215.9656,214.14,212.228,210.316,208.404,206.492,204.58,203.0154,201.4508,199.8862,198.3216,196.757,193.8248,190.8926,187.9604,185.0282,182.096,177.9602,173.8244,169.6886,165.5528,161.417,159.5558,157.6946,155.8334,153.9722,152.111,151.0236,149.9362,148.8488,147.7614,146.674,145.5752,144.4764,143.3776,142.2788,141.18,140.7524,140.3248,139.8972,139.4696,139.042,138.426,137.81,137.194,136.578,135.962,135.5662,135.1704,
Libya,LBY,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,118.31,118.636,118.962,121.2174,123.4728,125.7282,127.9836,130.239,130.591,130.943,131.295,131.647,131.999,123.7906,115.5822,107.3738,99.1654,90.957,82.6902,74.4234,66.1566,57.8898,49.623,43.1164,36.6098,30.1032,23.5966,17.09,16.0274,14.9648,13.9022,12.8396,11.777,11.0844,10.3918,9.6992,9.0066,8.314,7.9184,7.5228,7.1272,6.7316,6.336,6.3188,6.3016,6.2844,6.2672,6.25,6.225,6.2,6.175,6.15,6.125,6.0538,5.9826,5.9114,5.8402,5.769,5.7148,5.6606,
St. Lucia,LCA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,157.6034,156.2942,154.985,156.5152,158.0454,159.5756,161.1058,162.636,161.7962,160.9564,160.1166,159.2768,158.437,159.1626,159.8882,160.6138,161.3394,162.065,159.3706,156.6762,153.9818,151.2874,148.593,143.0332,137.4734,131.9136,126.3538,120.794,115.5606,110.3272,105.0938,99.8604,94.627,89.6626,84.6982,79.7338,74.7694,69.805,66.759,63.713,60.667,57.621,54.575,53.292,52.009,50.726,49.443,48.16,47.3608,46.5616,45.7624,44.9632,44.164,43.4384,42.7128,41.9872,41.2616,40.536,39.8792,39.2224,
Liechtenstein,LIE,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,98.6416,96.3858,94.13,89.7234,85.3168,80.9102,76.5036,72.097,67.4008,62.7046,58.0084,53.3122,48.616,47.0548,45.4936,43.9324,42.3712,40.81,40.3956,39.9812,39.5668,39.1524,38.738,37.6946,36.6512,35.6078,34.5644,33.521,32.6754,31.8298,30.9842,30.1386,29.293,29.2664,29.2398,29.2132,29.1866,29.16,28.9088,28.6576,28.4064,28.1552,27.904,26.781,25.658,24.535,23.412,22.289,22.2006,22.1122,22.0238,21.9354,21.847,21.6628,21.4786,21.2944,21.1102,20.926,20.6904,20.4548,
Lesotho,LSO,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,95.7386,95.5718,95.405,95.3318,95.2586,95.1854,95.1122,95.039,94.9162,94.7934,94.6706,94.5478,94.425,94.1948,93.9646,93.7344,93.5042,93.274,92.96,92.646,92.332,92.018,91.704,91.2636,90.8232,90.3828,89.9424,89.502,89.178,88.854,88.53,88.206,87.882,87.4072,86.9324,86.4576,85.9828,85.508,85.9944,86.4808,86.9672,87.4536,87.94,87.7282,87.5164,87.3046,87.0928,86.881,87.3072,87.7334,88.1596,88.5858,89.012,89.7548,90.4976,91.2404,91.9832,92.726,92.578,92.43,
Lithuania,LTU,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,16.42,16.38,16.34,16.8348,17.3296,17.8244,18.3192,18.814,19.7124,20.6108,21.5092,22.4076,23.306,23.7242,24.1424,24.5606,24.9788,25.397,24.4264,23.4558,22.4852,21.5146,20.544,22.4716,24.3992,26.3268,28.2544,30.182,33.121,36.06,38.999,41.938,44.877,42.2564,39.6358,37.0152,34.3946,31.774,29.6338,27.4936,25.3534,23.2132,21.073,20.6424,20.2118,19.7812,19.3506,18.92,17.8216,16.7232,15.6248,14.5264,13.428,12.9132,12.3984,11.8836,11.3688,10.854,10.2026,9.5512,
Luxembourg,LUX,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,25.9454,26.3132,26.681,27.0492,27.4174,27.7856,28.1538,28.522,28.2412,27.9604,27.6796,27.3988,27.118,25.5556,23.9932,22.4308,20.8684,19.306,18.2594,17.2128,16.1662,15.1196,14.073,13.5382,13.0034,12.4686,11.9338,11.399,11.6236,11.8482,12.0728,12.2974,12.522,12.0494,11.5768,11.1042,10.6316,10.159,10.4674,10.7758,11.0842,11.3926,11.701,11.286,10.871,10.456,10.041,9.626,8.9816,8.3372,7.6928,7.0484,6.404,6.0686,5.7332,5.3978,5.0624,4.727,4.6038,4.4806,
Latvia,LVA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,18.5598,19.1044,19.649,20.325,21.001,21.677,22.353,23.029,23.9984,24.9678,25.9372,26.9066,27.876,28.711,29.546,30.381,31.216,32.051,33.7214,35.3918,37.0622,38.7326,40.403,41.4178,42.4326,43.4474,44.4622,45.477,45.0826,44.6882,44.2938,43.8994,43.505,39.1908,34.8766,30.5624,26.2482,21.934,21.0008,20.0676,19.1344,18.2012,17.268,17.4462,17.6244,17.8026,17.9808,18.159,17.585,17.011,16.437,15.863,15.289,15.4654,15.6418,15.8182,15.9946,16.171,15.8014,15.4318,
"Macao SAR, China",MAC,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,13.1694,11.6622,10.155,9.2208,8.2866,7.3524,6.4182,5.484,5.62,5.756,5.892,6.028,6.164,6.3914,6.6188,6.8462,7.0736,7.301,7.8654,8.4298,8.9942,9.5586,10.123,9.3464,8.5698,7.7932,7.0166,6.24,6.392,6.544,6.696,6.848,7,6.8816,6.7632,6.6448,6.5264,6.408,5.9818,5.5556,5.1294,4.7032,4.277,4.0908,3.9046,3.7184,3.5322,3.346,3.318,3.29,3.262,3.234,3.206,3.041,2.876,2.711,2.546,2.381,2.3036,2.2262,
St. Martin (French part),MAF,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,150.518,151.393,152.268,151.1958,150.1236,149.0514,147.9792,146.907,142.995,139.083,135.171,131.259,127.347,123.2592,119.1714,115.0836,110.9958,106.908,99.9228,92.9376,85.9524,78.9672,71.982,66.6672,61.3524,56.0376,50.7228,45.408,43.7456,42.0832,40.4208,38.7584,37.096,36.641,36.186,35.731,35.276,34.821,35.0552,35.2894,35.5236,35.7578,35.992,35.3362,34.6804,34.0246,33.3688,32.713,32.894,33.075,33.256,33.437,33.618,33.1012,32.5844,32.0676,31.5508,31.034,30.681,30.328,
Monaco,MCO,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,32.8038,32.2214,31.639,30.5428,29.4466,28.3504,27.2542,26.158,27.4422,28.7264,30.0106,31.2948,32.579,33.7258,34.8726,36.0194,37.1662,38.313,38.0496,37.7862,37.5228,37.2594,36.996,39.3184,41.6408,43.9632,46.2856,48.608,51.522,54.436,57.35,60.264,63.178,62.1568,61.1356,60.1144,59.0932,58.072,52.6486,47.2252,41.8018,36.3784,30.955,30.1968,29.4386,28.6804,27.9222,27.164,26.8846,26.6052,26.3258,26.0464,25.767,25.0966,24.4262,23.7558,23.0854,22.415,22.1802,21.9454,
Madagascar,MDG,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,155.49,155.49,155.49,156.1908,156.8916,157.5924,158.2932,158.994,159.336,159.678,160.02,160.362,160.704,160.3386,159.9732,159.6078,159.2424,158.877,157.4956,156.1142,154.7328,153.3514,151.97,151.476,150.982,150.488,149.994,149.5,149.4412,149.3824,149.3236,149.2648,149.206,150.3886,151.5712,152.7538,153.9364,155.119,153.9898,152.8606,151.7314,150.6022,149.473,146.4332,143.3934,140.3536,137.3138,134.274,131.4256,128.5772,125.7288,122.8804,120.032,117.9436,115.8552,113.7668,111.6784,109.59,107.7374,105.8848,
Maldives,MDV,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,206.4318,208.2384,210.045,210.6522,211.2594,211.8666,212.4738,213.081,212.7694,212.4578,212.1462,211.8346,211.523,209.6638,207.8046,205.9454,204.0862,202.227,203.5582,204.8894,206.2206,207.5518,208.883,201.37,193.857,186.344,178.831,171.318,157.5698,143.8216,130.0734,116.3252,102.577,90.959,79.341,67.723,56.105,44.487,40.0056,35.5242,31.0428,26.5614,22.08,20.731,19.382,18.033,16.684,15.335,14.4272,13.5194,12.6116,11.7038,10.796,10.1988,9.6016,9.0044,8.4072,7.81,7.4138,7.0176,
Mexico,MEX,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,116.4508,116.6804,116.91,116.91,116.91,116.91,116.91,116.91,116.0652,115.2204,114.3756,113.5308,112.686,111.7502,110.8144,109.8786,108.9428,108.007,105.9622,103.9174,101.8726,99.8278,97.783,95.9352,94.0874,92.2396,90.3918,88.544,87.7862,87.0284,86.2706,85.5128,84.755,84.4,84.045,83.69,83.335,82.98,81.612,80.244,78.876,77.508,76.14,74.971,73.802,72.633,71.464,70.295,69.43,68.565,67.7,66.835,65.97,64.849,63.728,62.607,61.486,60.365,59.4542,58.5434,
Marshall Islands,MHL,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Macedonia,MKD,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,37.2764,37.8892,38.502,39.7842,41.0664,42.3486,43.6308,44.913,45.1752,45.4374,45.6996,45.9618,46.224,46.9916,47.7592,48.5268,49.2944,50.062,50.224,50.386,50.548,50.71,50.872,50.4402,50.0084,49.5766,49.1448,48.713,47.605,46.497,45.389,44.281,43.173,41.4934,39.8138,38.1342,36.4546,34.775,32.5642,30.3534,28.1426,25.9318,23.721,23.1162,22.5114,21.9066,21.3018,20.697,20.1614,19.6258,19.0902,18.5546,18.019,17.5598,17.1006,16.6414,16.1822,15.723,15.162,14.601,
Mali,MLI,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,199.98,199.564,199.148,198.6042,198.0604,197.5166,196.9728,196.429,195.9734,195.5178,195.0622,194.6066,194.151,193.7364,193.3218,192.9072,192.4926,192.078,192.0494,192.0208,191.9922,191.9636,191.935,192.4212,192.9074,193.3936,193.8798,194.366,194.7606,195.1552,195.5498,195.9444,196.339,195.2604,194.1818,193.1032,192.0246,190.946,190.0094,189.0728,188.1362,187.1996,186.263,186.1042,185.9454,185.7866,185.6278,185.469,184.1562,182.8434,181.5306,180.2178,178.905,176.9494,174.9938,173.0382,171.0826,169.127,166.8668,164.6066,
Malta,MLT,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,20.6496,19.8618,19.074,17.9754,16.8768,15.7782,14.6796,13.581,13.3768,13.1726,12.9684,12.7642,12.56,12.9178,13.2756,13.6334,13.9912,14.349,14.295,14.241,14.187,14.133,14.079,13.735,13.391,13.047,12.703,12.359,12.286,12.213,12.14,12.067,11.994,13.2716,14.5492,15.8268,17.1044,18.382,18.7978,19.2136,19.6294,20.0452,20.461,19.975,19.489,19.003,18.517,18.031,17.0822,16.1334,15.1846,14.2358,13.287,13.2054,13.1238,13.0422,12.9606,12.879,12.4966,12.1142,
Myanmar,MMR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,95.8692,96.1856,96.502,96.502,96.502,96.502,96.502,96.502,95.3566,94.2112,93.0658,91.9204,90.775,88.9146,87.0542,85.1938,83.3334,81.473,77.3408,73.2086,69.0764,64.9442,60.812,58.6496,56.4872,54.3248,52.1624,50,48.471,46.942,45.413,43.884,42.355,41.6966,41.0382,40.3798,39.7214,39.063,38.668,38.273,37.878,37.483,37.088,36.2962,35.5044,34.7126,33.9208,33.129,32.4684,31.8078,31.1472,30.4866,29.826,29.5626,29.2992,29.0358,28.7724,28.509,28.2066,27.9042,
Montenegro,MNE,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,37.837,37.506,37.175,37.7488,38.3226,38.8964,39.4702,40.044,38.536,37.028,35.52,34.012,32.504,31.5764,30.6488,29.7212,28.7936,27.866,27.9892,28.1124,28.2356,28.3588,28.482,29.1996,29.9172,30.6348,31.3524,32.07,30.9116,29.7532,28.5948,27.4364,26.278,25.3918,24.5056,23.6194,22.7332,21.847,20.774,19.701,18.628,17.555,16.482,16.929,17.376,17.823,18.27,18.717,17.6396,16.5622,15.4848,14.4074,13.33,12.5266,11.7232,10.9198,10.1164,9.313,8.781,8.249,
Mongolia,MNG,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,77.5018,80.1514,82.801,82.801,82.801,82.801,82.801,82.801,82.801,82.801,82.801,82.801,82.801,78.0512,73.3014,68.5516,63.8018,59.052,54.9696,50.8872,46.8048,42.7224,38.64,37.689,36.738,35.787,34.836,33.885,34.7916,35.6982,36.6048,37.5114,38.418,37.0208,35.6236,34.2264,32.8292,31.432,29.4552,27.4784,25.5016,23.5248,21.548,21.0794,20.6108,20.1422,19.6736,19.205,20.6802,22.1554,23.6306,25.1058,26.581,27.4634,28.3458,29.2282,30.1106,30.993,31.4384,31.8838,
Northern Mariana Islands,MNP,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,128.4218,129.2694,130.117,130.7442,131.3714,131.9986,132.6258,133.253,137.2688,141.2846,145.3004,149.3162,153.332,155.1592,156.9864,158.8136,160.6408,162.468,165.3152,168.1624,171.0096,173.8568,176.704,176.691,176.678,176.665,176.652,176.639,178.7822,180.9254,183.0686,185.2118,187.355,187.0854,186.8158,186.5462,186.2766,186.007,185.0464,184.0858,183.1252,182.1646,181.204,179.1288,177.0536,174.9784,172.9032,170.828,168.4914,166.1548,163.8182,161.4816,159.145,157.0412,154.9374,152.8336,150.7298,148.626,146.2508,143.8756,
